代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	
600401	*ST海润	-0.83	2.40	-0.02	2.39	2.40	717264	20	0.41	          1.52	
600403	大有能源	-0.40	5.02	-0.02	5.01	5.02	40908	11	0.19	          0.17	
600405	动力源	4.70	13.37	0.60	13.36	13.37	481969	122	-0.22	         11.37	
600406	国电南瑞	0.30	13.55	0.04	13.55	13.56	192119	12	0.00	          0.87	
600408	*ST安泰	0.39	5.09	0.02	5.08	5.09	124868	204	0.19	          1.24	
600409	三友化工	1.62	6.26	0.10	6.25	6.26	156465	20	0.16	          0.85	
600410	华胜天成	0.89	16.99	0.15	17.00	17.01	313595	199	0.47	          4.92	
600415	小商品城	-2.17	7.23	-0.16	7.24	7.25	663493	46	-0.13	          1.22	
600416	湘电股份	0.24	12.75	0.03	12.75	12.76	50297	5	0.23	          1.27	
600418	江淮汽车	0.68	10.38	0.07	10.37	10.38	194060	58	0.09	          2.34	
600419	天润乳业	1.01	27.02	0.27	27.03	27.04	12159	7	-0.07	          1.52	
600420	现代制药	0.00	37.15	0.00	--  	--  	0	0	0.00	          0.00	
600421	仰帆控股	4.10	18.78	0.74	18.78	18.80	45202	69	0.69	          2.31	
600422	昆药集团	-0.07	29.97	-0.02	29.97	29.98	48388	70	0.10	          1.42	
600423	柳化股份	0.50	5.99	0.03	5.99	6.00	65878	1	0.00	          1.65	
600425	青松建化	1.06	4.78	0.05	4.77	4.78	643052	306	0.00	          4.66	
600426	华鲁恒升	-0.18	10.94	-0.02	10.92	10.93	53842	102	0.09	          0.56	
600428	中远航运	-1.39	6.39	-0.09	6.38	6.39	291988	3	0.15	          1.73	
600429	三元股份	-0.56	7.08	-0.04	7.08	7.09	78665	9	0.14	          0.89	
600432	吉恩镍业	-1.20	9.06	-0.11	9.03	9.05	313766	165	0.89	          3.87	
600433	冠豪高新	0.36	8.25	0.03	8.25	8.26	162253	41	0.00	          1.36	
600435	北方导航	0.91	23.22	0.21	23.22	23.23	206952	35	0.12	          2.78	
600436	片仔癀	0.16	49.40	0.08	49.38	49.40	15331	1	0.34	          0.38	
600438	通威股份	0.00	13.81	0.00	--  	--  	0	0	0.00	          0.00	
600439	瑞贝卡	1.87	5.46	0.10	5.46	5.47	154525	44	0.36	          1.64	
600444	*ST国通	0.58	18.99	0.11	19.00	19.01	7618	10	0.42	          0.73	
600446	金证股份	0.30	32.89	0.10	32.90	32.91	302213	13	0.03	          3.77	
600448	华纺股份	2.71	6.44	0.17	6.43	6.44	231989	33	0.31	          5.81	
600449	宁夏建材	-0.11	9.09	-0.01	9.11	9.12	121665	134	0.33	          2.54	
600452	涪陵电力	0.00	32.89	0.00	--  	--  	0	0	0.00	          0.00	
600455	博通股份	0.00	46.03	0.00	--  	--  	0	0	0.00	          0.00	
600456	宝钛股份	-1.93	15.72	-0.31	15.74	15.75	73684	5	0.06	          1.71	
600458	时代新材	0.14	13.91	0.02	13.89	13.90	89651	18	0.14	          1.36	
600459	贵研铂业	-0.36	16.67	-0.06	16.66	16.74	79313	22	0.54	          3.04	
600460	士兰微	0.17	6.07	0.01	6.07	6.08	182157	203	0.00	          1.46	
600461	洪城水业	0.00	12.62	0.00	--  	--  	0	0	0.00	          0.00	
600462	石岘纸业	2.93	8.08	0.23	8.08	8.09	292394	306	0.00	          5.48	
600463	空港股份	0.07	14.10	0.01	14.08	14.09	47540	60	0.07	          1.89	
600466	蓝光发展	0.11	9.29	0.01	9.29	9.30	93634	30	0.00	          2.13	
600467	好当家	1.16	7.85	0.09	7.85	7.86	187529	131	0.00	          2.57	
600468	百利电气	0.00	11.47	0.00	--  	--  	0	0	0.00	          0.00	
600469	风神股份	0.00	17.19	0.00	--  	--  	0	0	0.00	          0.00	
600470	六国化工	-0.39	7.67	-0.03	7.67	7.68	122776	99	0.26	          2.35	
600475	华光股份	0.97	15.66	0.15	15.66	15.67	25139	5	0.12	          0.98	
600476	湘邮科技	2.94	32.51	0.93	32.44	32.60	41172	42	0.65	          2.56	
600477	杭萧钢构	2.27	11.28	0.25	11.26	11.27	110117	10	-0.08	          1.82	
600478	科力远	-1.63	16.29	-0.27	16.25	16.28	200925	20	0.18	          2.36	
600479	千金药业	-0.20	15.17	-0.03	15.16	15.17	21284	18	0.13	          0.70	
600480	凌云股份	0.00	12.31	0.00	12.30	12.31	58772	3	0.08	          1.62	
600481	双良节能	-1.11	6.21	-0.07	6.21	6.22	104277	5	0.00	          0.64	
600482	风帆股份	-0.49	34.40	-0.17	34.42	34.44	45407	10	0.11	          0.87	
600483	福能股份	-0.99	12.02	-0.12	12.01	12.02	44320	7	0.00	          1.54	
600485	信威集团	0.00	18.31	0.00	--  	--  	0	0	0.00	          0.00	
600486	扬农化工	0.00	22.39	0.00	22.38	22.39	55646	10	0.17	          1.80	
600487	亨通光电	0.78	11.64	0.09	11.65	11.66	149374	231	0.43	          1.30	
600488	天药股份	0.70	5.79	0.04	5.78	5.79	57154	3	0.17	          0.64	
600489	中金黄金	-0.91	9.75	-0.09	9.75	9.76	431401	40	0.41	          1.47	
600490	鹏欣资源	0.00	6.61	0.00	--  	--  	0	0	0.00	          0.00	
600491	龙元建设	-0.44	6.77	-0.03	6.76	6.77	81094	330	0.14	          0.86	
600493	凤竹纺织	8.08	13.25	0.99	13.25	13.26	143174	10	-0.07	          5.26	
600495	晋西车轴	1.05	7.68	0.08	7.68	7.69	191923	15	0.13	          1.74	
600496	精工钢构	0.62	4.84	0.03	4.83	4.84	159983	50	0.00	          1.06	
600497	驰宏锌锗	0.77	9.14	0.07	9.13	9.14	228476	5	0.00	          1.37	
600498	烽火通信	1.77	23.55	0.41	23.54	23.55	82997	2	0.12	          0.86	
600499	科达洁能	0.33	15.13	0.05	15.12	15.14	87120	68	0.06	          1.26	
600500	中化国际	2.30	9.33	0.21	9.31	9.32	240421	74	-0.21	          1.40	
600501	航天晨光	3.08	21.45	0.64	21.48	21.49	117563	21	0.79	          3.02	
600502	安徽水利	0.00	13.67	0.00	--  	--  	0	0	0.00	          0.00	
600503	华丽家族	0.20	9.90	0.02	9.90	9.91	888641	327	0.20	          5.69	
600505	西昌电力	1.83	8.33	0.15	8.32	8.33	58970	45	0.36	          1.62	
600506	香梨股份	-1.30	18.93	-0.25	18.92	18.94	16379	2	-0.05	          1.11	
600507	方大特钢	-1.01	4.90	-0.05	4.89	4.91	87132	20	0.61	          0.66	
600508	上海能源	0.45	8.96	0.04	8.96	8.98	42173	205	0.11	          0.58	
600509	天富能源	0.27	7.39	0.02	7.38	7.40	60974	200	0.27	          0.73	
600510	黑牡丹	0.50	8.10	0.04	8.09	8.10	41983	150	0.24	          0.53	
600511	国药股份	0.00	27.52	0.00	--  	--  	0	0	0.00	          0.00	
600512	腾达建设	0.72	4.20	0.03	4.20	4.21	77780	25	-0.23	          1.06	
600513	联环药业	0.63	19.23	0.12	19.23	19.25	30478	43	0.41	          2.00	
600515	海航基础	-2.75	15.54	-0.44	15.54	15.55	338252	105	-0.06	          8.00	
600516	方大炭素	-0.62	9.66	-0.06	9.67	9.68	566522	215	0.41	          3.30	
600517	置信电气	-1.53	10.27	-0.16	10.28	10.29	118307	5	0.29	          1.06	
600518	康美药业	0.00	13.98	0.00	13.96	13.98	200196	562	0.43	          0.46	
600519	贵州茅台	0.69	203.11	1.40	202.87	202.96	14238	1	0.12	          0.11	
600520	中发科技	-1.95	23.11	-0.46	23.11	23.12	72405	74	-0.17	          4.71	
600521	华海药业	0.04	25.19	0.01	25.19	25.20	42473	17	0.00	          0.54	
600522	中天科技	0.93	17.41	0.16	17.40	17.41	160212	28	0.17	          1.86	
600523	贵航股份	0.54	16.80	0.09	16.81	16.82	40786	56	0.17	          1.41	
600525	长园集团	-0.07	14.17	-0.01	14.17	14.18	117724	18	0.14	          1.36	
600526	菲达环保	0.57	14.08	0.08	14.06	14.07	169699	99	0.28	          4.17	
600527	江南高纤	0.95	6.36	0.06	6.35	6.36	115904	10	0.00	          1.45	
600528	中铁二局	3.40	14.58	0.48	14.58	14.59	624449	423	1.03	          4.28	
600529	山东药玻	-3.66	16.60	-0.63	16.58	16.59	122812	2	0.42	          4.77	
600530	交大昂立	1.24	21.26	0.26	21.25	21.27	145552	122	0.52	          4.67	
600531	豫光金铅	-2.16	23.07	-0.51	23.02	23.07	366189	27	0.65	         12.40	
600532	宏达矿业	6.02	15.67	0.89	15.66	15.68	120335	28	-0.06	          3.04	
600533	栖霞建设	-0.19	5.13	-0.01	5.12	5.13	99721	440	0.19	          0.95	
600535	天士力	-0.47	36.14	-0.17	36.12	36.13	16656	11	0.11	          0.16	
600536	中国软件	0.93	24.94	0.23	24.93	24.94	78296	9	0.32	          1.62	
600537	亿晶光电	0.98	11.29	0.11	11.30	11.31	103941	24	0.00	          1.77	
600538	国发股份	0.00	11.85	0.00	--  	--  	0	0	0.00	          0.00	
600539	*ST狮头	0.00	10.68	0.00	--  	--  	0	0	0.00	          0.00	
600540	新赛股份	0.80	6.33	0.05	6.32	6.33	50845	50	0.00	          1.10	
600543	莫高股份	1.80	9.62	0.17	9.63	9.64	90924	10	0.52	          2.83	
600545	新疆城建	-0.51	7.79	-0.04	7.79	7.80	118889	12	0.00	          1.76	
600546	山煤国际	-0.74	4.00	-0.03	3.99	4.00	369676	50	0.50	          1.86	
600547	山东黄金	-2.34	21.69	-0.52	21.68	21.69	571071	11	0.74	          4.01	
600548	深高速	0.95	8.52	0.08	8.52	8.55	51158	41	0.35	          0.36	
600549	厦门钨业	-2.03	15.46	-0.32	15.47	15.48	91896	135	0.25	          1.04	
600550	保变电气	-0.32	6.26	-0.02	6.26	6.27	62491	2	0.48	          0.46	
600551	时代出版	1.10	18.40	0.20	18.39	18.40	51488	6	0.21	          1.02	
600552	方兴科技	7.38	16.01	1.10	16.00	16.01	250273	140	-0.06	          7.31	
600555	海航创新	-2.33	7.13	-0.17	7.13	7.15	341851	459	0.00	          3.51	
600556	慧球科技	0.00	15.80	0.00	--  	--  	0	0	0.00	          0.00	
600557	康缘药业	-0.10	19.31	-0.02	19.32	19.33	24104	14	0.15	          0.65	
600558	大西洋	3.01	6.50	0.19	6.50	6.51	116965	7	-0.15	          2.12	
600559	老白干酒	-1.74	44.68	-0.79	44.68	44.70	10218	15	0.11	          0.73	
600560	金自天正	1.48	14.43	0.21	14.43	14.44	46222	25	0.20	          2.07	
600561	江西长运	-0.81	12.25	-0.10	12.25	12.27	34010	10	0.40	          1.43	
600562	国睿科技	1.55	59.13	0.90	59.10	59.15	27804	5	0.32	          1.65	
600563	法拉电子	0.69	30.51	0.21	30.39	30.48	29165	190	0.59	          1.30	
600565	迪马股份	-1.25	8.69	-0.11	8.68	8.69	598351	55	0.11	          4.06	
600566	济川药业	-0.74	21.38	-0.16	21.36	21.37	24472	7	0.32	          1.43	
600567	山鹰纸业	-0.65	3.05	-0.02	3.04	3.05	244166	198	0.00	          1.12	
600568	中珠控股	-0.75	15.79	-0.12	15.76	15.79	183913	145	0.31	          3.63	
600569	安阳钢铁	0.00	2.59	0.00	2.58	2.59	314584	195	0.77	          1.31	
600570	恒生电子	-0.18	43.60	-0.08	43.65	43.68	209729	57	0.22	          3.39	
600571	信雅达	9.99	46.23	4.20	46.23	--  	196796	2	0.00	          9.72	
600572	康恩贝	0.10	10.22	0.01	10.23	10.24	73656	35	0.49	          0.54	
600573	惠泉啤酒	-0.52	13.43	-0.07	13.43	13.44	26435	10	0.14	          1.06	
600575	皖江物流	0.00	4.59	0.00	--  	--  	0	0	0.00	          0.00	
600576	万家文化	1.26	20.90	0.26	20.90	20.92	131991	1	0.09	          2.75	
600577	精达股份	-1.05	4.69	-0.05	4.68	4.69	175631	30	0.21	          1.24	
600578	京能电力	0.00	6.07	0.00	--  	--  	0	0	0.00	          0.00	
600579	天华院	2.90	12.05	0.34	12.05	12.06	39803	9	0.00	          1.56	
600580	卧龙电气	-1.78	10.51	-0.19	10.50	10.51	123938	6	0.19	          1.80	
600581	八一钢铁	0.00	6.06	0.00	--  	--  	0	0	0.00	          0.00	
600582	天地科技	-0.53	5.67	-0.03	5.67	5.68	216330	69	0.17	          0.78	
600583	海油工程	0.43	6.93	0.03	6.92	6.93	341849	30	0.00	          0.84	
600584	长电科技	0.00	22.02	0.00	--  	--  	0	0	0.00	          0.00	
600585	海螺水泥	-0.63	14.21	-0.09	14.21	14.22	183706	3	0.14	          0.46	
600586	金晶科技	1.76	4.63	0.08	4.62	4.63	303515	98	0.43	          2.13	
600587	新华医疗	-0.33	26.91	-0.09	26.90	26.91	22421	9	0.59	          0.61	
600588	用友网络	-0.59	20.39	-0.12	20.41	20.42	214022	9	0.04	          1.52	
600589	广东榕泰	2.12	10.58	0.22	10.58	10.59	138902	47	0.66	          2.31	
600590	泰豪科技	0.79	12.71	0.10	12.69	12.70	69532	2	0.15	          1.39	
600592	龙溪股份	0.81	9.93	0.08	9.93	9.95	97121	35	0.40	          2.63	
600593	大连圣亚	-0.35	31.70	-0.11	31.71	31.72	13642	17	-0.15	          1.48	
600594	益佰制药	0.45	15.61	0.07	15.60	15.62	95396	96	0.38	          1.22	
600595	中孚实业	-1.50	4.61	-0.07	4.61	4.62	221422	396	0.21	          1.46	
600596	新安股份	0.41	7.43	0.03	7.43	7.44	84407	5	0.26	          1.24	
600597	光明乳业	1.08	11.22	0.12	11.22	11.23	83390	1	0.00	          0.68	
600598	北大荒	-0.29	10.36	-0.03	10.35	10.36	136534	6	0.29	          0.77	
600599	熊猫金控	-1.32	23.24	-0.31	23.25	23.26	50531	8	0.12	          4.01	
600600	青岛啤酒	-0.22	27.27	-0.06	27.27	27.28	19886	77	0.07	          0.29	
600601	方正科技	-1.46	4.73	-0.07	4.73	4.74	550315	57	0.00	          2.51	
600602	仪电电子	-2.03	10.62	-0.22	10.60	10.62	532181	59	0.47	          6.05	
600603	*ST兴业	-2.09	12.63	-0.27	12.62	12.63	104249	5	0.15	          5.36	
600604	市北高新	-3.85	32.99	-1.32	33.05	33.09	254938	81	0.09	          7.64	
600605	汇通能源	0.89	18.07	0.16	18.08	18.10	28375	40	0.38	          1.93	
600606	绿地控股	-0.08	12.62	-0.01	12.62	12.63	54764	34	0.47	          1.06	
600608	*ST沪科	-0.58	8.60	-0.05	8.59	8.60	36385	6	0.35	          1.14	
600609	金杯汽车	0.55	3.64	0.02	3.63	3.64	92273	599	0.00	          0.84	
600610	中毅达	-2.24	20.52	-0.47	20.43	20.45	1148095	728	2.08	         39.49	
600611	大众交通	-0.95	10.48	-0.10	10.46	10.47	203430	82	0.19	          1.95	
600612	老凤祥	-0.02	40.36	-0.01	40.34	40.35	29627	4	0.17	          0.93	
600613	神奇制药	0.99	15.29	0.15	15.30	15.31	39380	16	0.52	          2.22	
600614	鼎立股份	-0.83	7.18	-0.06	7.17	7.18	190653	58	-0.13	          1.71	
600615	丰华股份	-1.15	17.99	-0.21	17.98	17.99	22229	40	0.11	          1.18	
600616	金枫酒业	-0.90	9.89	-0.09	9.88	9.90	103105	45	0.20	          2.11	
600617	国新能源	1.43	12.09	0.17	12.07	12.08	40830	83	0.08	          1.81	
600618	氯碱化工	-2.07	13.69	-0.29	13.67	13.68	84089	14	0.36	          1.12	
600619	海立股份	-2.40	13.85	-0.34	13.85	13.86	87197	43	0.14	          2.27	
600620	天宸股份	-0.81	15.89	-0.13	15.84	15.88	90483	37	0.25	          1.98	
600621	华鑫股份	-0.73	10.86	-0.08	10.85	10.86	123057	37	0.55	          2.35	
600622	嘉宝集团	-1.55	15.26	-0.24	15.28	15.29	114339	19	0.72	          2.22	
600623	双钱股份	-3.83	24.36	-0.97	24.30	24.32	245127	46	0.66	          3.79	
600624	复旦复华	-3.13	13.00	-0.42	13.00	13.01	341548	99	0.00	          7.61	
600626	申达股份	-1.73	12.50	-0.22	12.50	12.51	224409	41	0.32	          3.16	
600628	新世界	-2.20	13.79	-0.31	13.79	13.80	107585	31	0.80	          2.02	
600629	华建集团	0.18	17.02	0.03	17.01	17.02	19969	3	0.41	          0.57	
600630	龙头股份	-0.39	20.57	-0.08	20.55	20.57	155983	64	0.68	          3.67	
600633	浙报传媒	-2.59	14.30	-0.38	14.30	14.31	163345	27	0.14	          1.44	
600634	中技控股	-1.40	14.78	-0.21	14.79	14.80	226136	18	0.33	          5.68	
600635	大众公用	0.29	6.86	0.02	6.86	6.87	450235	88	0.00	          1.82	
600636	三爱富	-0.77	12.97	-0.10	12.96	12.97	98418	41	0.15	          2.58	
600637	东方明珠	-0.43	27.92	-0.12	27.92	27.93	95694	2	0.03	          0.61	
600638	新黄浦	-0.09	10.85	-0.01	10.85	10.86	40034	10	-0.09	          0.71	
600639	浦东金桥	1.69	17.43	0.29	17.45	17.46	114100	10	-0.05	          1.74	
600640	号百控股	2.35	16.99	0.39	17.02	17.10	109607	81	0.83	          2.05	
600641	万业企业	-0.88	12.33	-0.11	12.34	12.35	97668	100	0.16	          1.21	
600642	申能股份	-0.17	5.89	-0.01	5.88	5.89	89693	18	0.17	          0.20	
600643	爱建集团	-1.15	10.27	-0.12	10.27	10.28	467815	44	0.00	          3.26	
600644	*ST乐电	2.71	7.96	0.21	7.96	7.97	51705	113	0.50	          1.58	
600645	中源协和	0.00	40.05	0.00	--  	--  	0	0	0.00	          0.00	
600647	同达创业	-2.33	23.43	-0.56	23.44	23.45	22931	1	0.25	          1.65	
600648	外高桥	1.21	20.11	0.24	20.15	20.16	125112	15	1.10	          1.34	
600649	城投控股	0.68	14.90	0.10	14.88	14.89	276602	13	0.26	          0.93	
600650	锦江投资	-0.47	33.59	-0.16	33.60	33.61	95758	38	0.50	          2.45	
600651	飞乐音响	-2.58	15.85	-0.42	15.86	15.88	670458	218	0.50	          8.72	
600652	游久游戏	-0.15	19.99	-0.03	19.96	19.97	416531	82	0.05	          6.75	
600653	申华控股	-0.52	3.80	-0.02	3.79	3.80	154064	8	0.00	          0.88	
600654	中安消	0.00	28.84	0.00	--  	--  	0	0	0.00	          0.00	
600655	豫园商城	-0.65	12.20	-0.08	12.19	12.20	194388	13	0.24	          1.35	
600657	信达地产	-0.56	5.31	-0.03	5.30	5.31	97276	62	0.00	          0.64	
600658	电子城	1.83	10.56	0.19	10.55	10.56	86158	345	0.47	          1.49	
600660	福耀玻璃	-0.14	13.93	-0.02	13.92	13.94	56130	60	-0.14	          0.28	
600661	新南洋	-0.93	33.19	-0.31	33.17	33.20	32584	5	-0.06	          1.80	
600662	强生控股	-0.63	11.02	-0.07	11.03	11.04	166245	13	0.09	          1.58	
600663	陆家嘴	0.00	38.61	0.00	--  	--  	0	0	0.00	          0.00	
600664	哈药股份	-0.10	10.40	-0.01	10.41	10.42	59066	32	0.48	          0.31	
600665	天地源	-0.20	4.99	-0.01	4.98	4.99	85043	13	0.20	          0.98	
600666	奥瑞德	6.50	41.31	2.52	41.30	41.35	67571	17	0.26	          2.33	
600667	太极实业	2.20	6.98	0.15	6.97	6.98	295491	3	0.00	          2.48	
600668	尖峰集团	-0.40	12.30	-0.05	12.28	12.29	52578	2	0.40	          1.53	
600671	天目药业	-2.69	28.23	-0.78	28.25	28.27	65907	9	-0.14	          5.41	
600673	东阳光科	-0.25	7.98	-0.02	7.96	7.97	233833	43	0.12	          0.95	
600674	川投能源	-0.37	8.01	-0.03	8.00	8.02	146418	10	0.12	          0.33	
600675	中华企业	-1.81	5.41	-0.10	5.40	5.41	144015	105	0.00	          0.77	
600676	交运股份	-1.17	10.97	-0.13	10.97	10.98	77033	21	-0.09	          0.89	
600677	航天通信	1.14	20.48	0.23	20.47	20.48	239850	19	-0.09	          6.02	
600678	四川金顶	0.91	13.26	0.12	13.26	13.28	421411	279	0.22	         12.08	
600679	上海凤凰	-3.57	17.58	-0.65	17.59	17.60	159430	6	0.00	          8.76	
600680	上海普天	10.01	42.41	3.86	42.41	--  	160451	21	0.00	          6.23	
600681	万鸿集团	2.43	10.12	0.24	10.09	10.10	41749	15	0.29	          1.68	
600682	南京新百	3.63	30.58	1.07	30.59	30.60	265512	392	0.36	          3.71	
600683	京投银泰	-0.33	9.10	-0.03	9.09	9.10	29313	20	0.11	          0.40	
600684	珠江实业	-1.04	7.63	-0.08	7.62	7.63	127053	180	0.00	          1.79	
600685	中船防务	1.84	28.76	0.52	28.73	28.74	64100	16	0.31	          1.46	
600686	金龙汽车	0.20	15.24	0.03	15.23	15.27	21516	2	0.19	          0.49	
600687	刚泰控股	-0.06	16.03	-0.01	16.01	16.02	99475	27	0.06	          0.92	
600688	上海石化	-0.36	5.58	-0.02	5.57	5.58	217660	93	0.17	          0.74	
600689	上海三毛	-2.76	21.17	-0.60	21.16	21.17	299869	87	-0.23	         19.70	
600690	青岛海尔	-0.83	8.33	-0.07	8.32	8.33	318834	25	-0.11	          0.58	
600691	*ST阳化	-0.29	3.46	-0.01	3.45	3.46	161587	33	0.28	          0.92	
600692	亚通股份	-0.31	12.92	-0.04	12.91	12.93	148415	5	-0.07	          5.82	
600693	东百集团	-0.60	16.45	-0.10	16.42	16.44	68764	2	-0.18	          2.01	
600694	大商股份	-0.92	36.62	-0.34	36.63	36.64	44560	20	0.02	          1.52	
600695	绿庭投资	-1.08	10.08	-0.11	10.07	10.08	69856	43	0.00	          1.91	
600696	匹凸匹	-2.29	14.07	-0.33	14.05	14.06	219758	238	0.21	          6.45	
600697	欧亚集团	-0.87	31.92	-0.28	31.91	31.92	34449	10	-0.06	          2.22	
600698	湖南天雁	0.37	5.40	0.02	5.40	5.41	71811	70	0.37	          1.67	
600699	均胜电子	0.00	31.25	0.00	--  	--  	0	0	0.00	          0.00	
600701	工大高新	1.23	16.40	0.20	16.42	16.43	140546	15	0.24	          2.82	
600702	沱牌舍得	-1.11	16.00	-0.18	16.00	16.01	55011	2	0.00	          1.63	
600703	三安光电	-1.33	19.26	-0.26	19.27	19.28	109579	101	0.05	          0.46	
600704	物产中大	0.00	13.36	0.00	13.36	13.37	224311	55	0.00	          3.27	
600705	中航资本	0.00	10.94	0.00	10.94	10.95	479841	211	0.00	          1.29	
600706	曲江文旅	-0.18	16.73	-0.03	16.76	16.77	49108	17	0.35	          2.76	
600707	彩虹股份	-2.66	8.05	-0.22	8.04	8.05	345599	122	0.37	          4.70	
600708	光明地产	0.00	9.30	0.00	9.32	9.33	81891	5	0.54	          1.61	
600710	*ST常林	0.76	8.00	0.06	8.00	8.01	158157	302	0.00	          2.47	
600711	盛屯矿业	-0.78	6.39	-0.05	6.39	6.40	214643	288	0.00	          1.47	
600712	南宁百货	-3.65	10.56	-0.40	10.57	10.58	193931	5	0.76	          3.61	
600713	南京医药	-0.13	7.78	-0.01	7.77	7.78	82868	2	0.00	          1.19	
600714	金瑞矿业	0.00	11.84	0.00	--  	--  	0	0	0.00	          0.00	
600715	*ST松辽	-0.47	35.74	-0.17	35.75	35.77	37635	19	0.11	          1.68	
600716	凤凰股份	2.06	7.94	0.16	7.93	7.94	105100	576	0.25	          1.42	
600717	天津港	0.22	8.96	0.02	8.95	8.96	62777	41	0.33	          0.37	
600718	东软集团	0.00	21.18	0.00	21.18	21.19	159402	8	0.28	          1.30	
600719	大连热电	-0.49	6.04	-0.03	6.04	6.05	67817	5	0.00	          1.68	
600720	祁连山	0.74	6.83	0.05	6.83	6.84	163915	15	0.14	          2.11	
600721	百花村	-0.41	19.20	-0.08	19.08	19.10	110670	119	-0.41	          4.45	
600722	金牛化工	2.09	6.34	0.13	6.33	6.34	210088	47	0.00	          3.09	
600723	首商股份	0.36	8.39	0.03	8.38	8.39	36224	6	0.47	          0.55	
600724	宁波富达	-0.18	5.54	-0.01	5.54	5.55	112234	24	0.36	          0.78	
600725	云维股份	2.10	5.35	0.11	5.35	5.36	63049	5	-0.18	          1.02	
600726	华电能源	-0.61	4.85	-0.03	4.85	4.86	110055	40	0.62	          0.72	
600727	鲁北化工	1.13	8.06	0.09	8.05	8.07	42397	49	0.00	          1.21	
600728	佳都科技	0.31	26.17	0.08	26.17	26.18	76740	15	0.07	          1.92	
600729	重庆百货	-0.70	22.55	-0.16	22.55	22.57	53958	1	0.22	          1.45	
600730	中国高科	-1.24	13.52	-0.17	13.51	13.52	137872	239	0.14	          2.35	
600731	湖南海利	0.24	8.26	0.02	8.26	8.27	54221	70	0.12	          2.12	
600732	*ST新梅	0.95	6.37	0.06	6.37	6.38	82077	36	0.00	          1.84	
600733	S前锋	1.35	27.71	0.37	27.65	27.69	12948	4	0.76	          1.71	
600734	实达集团	-2.81	15.23	-0.44	15.23	15.26	142934	3	0.19	          4.07	
600735	新华锦	0.86	15.16	0.13	15.21	15.22	89513	1	-0.32	          2.38	
600736	苏州高新	0.00	9.04	0.00	9.04	9.05	150098	410	0.11	          1.42	
600737	中粮屯河	2.84	12.30	0.34	12.30	12.31	856466	140	0.00	          6.48	
600738	兰州民百	0.00	8.53	0.00	8.53	8.54	75060	28	0.00	          2.86	
600739	辽宁成大	0.00	15.62	0.00	--  	--  	0	0	0.00	          0.00	
600740	山西焦化	0.00	6.49	0.00	--  	--  	0	0	0.00	          0.00	
600741	华域汽车	-0.07	13.88	-0.01	13.88	13.89	61858	8	0.00	          0.24	
600742	一汽富维	-0.46	23.76	-0.11	23.77	23.78	24730	2	0.04	          1.17	
600743	华远地产	1.36	5.22	0.07	5.22	5.23	136203	3	1.16	          0.75	
600744	华银电力	-1.72	6.30	-0.11	6.30	6.31	137467	224	0.15	          2.90	
600745	中茵股份	0.00	24.27	0.00	--  	--  	0	0	0.00	          0.00	
600746	江苏索普	4.38	8.10	0.34	8.11	8.12	106542	18	0.12	          3.50	
600747	大连控股	0.43	4.62	0.02	4.61	4.62	167296	5	0.21	          1.57	
600748	上实发展	-0.92	9.73	-0.09	9.72	9.73	65260	3	0.10	          0.60	
600749	西藏旅游	0.00	23.62	0.00	--  	--  	0	0	0.00	          0.00	
600750	江中药业	0.78	26.98	0.21	26.98	26.99	61580	300	0.18	          2.05	
600751	天海投资	0.00	6.11	0.00	--  	--  	0	0	0.00	          0.00	
600753	东方银星	-1.17	30.51	-0.36	30.51	30.57	11173	4	-0.26	          0.87	
600754	锦江股份	-1.04	37.27	-0.39	37.23	37.25	44053	26	0.37	          0.98	
600755	厦门国贸	-0.64	6.25	-0.04	6.25	6.26	152049	10	-0.15	          0.91	
600756	浪潮软件	0.88	34.57	0.30	34.53	34.58	237465	43	0.61	          8.52	
600757	长江传媒	-0.25	8.06	-0.02	8.06	8.07	113426	5	0.00	          0.93	
600758	红阳能源	1.11	9.12	0.10	9.11	9.12	38311	4	0.10	          3.33	
600759	洲际油气	0.00	7.85	0.00	--  	--  	0	0	0.00	          0.00	
600760	中航黑豹	0.36	11.16	0.04	11.15	11.16	189541	154	0.17	          5.49	
600761	安徽合力	0.20	10.20	0.02	10.19	10.20	45591	132	0.19	          0.74	
600763	通策医疗	-0.36	36.39	-0.13	36.40	36.45	24592	30	0.30	          0.77	
600764	中电广通	4.39	16.89	0.71	16.86	16.88	84850	11	0.17	          2.57	
600765	中航重机	0.96	16.86	0.16	16.86	16.87	136975	4	0.05	          1.76	
600766	园城黄金	1.32	16.84	0.22	16.84	16.85	64020	15	0.53	          2.86	
600767	运盛医疗	2.30	13.34	0.30	13.32	13.33	262350	30	0.75	          7.70	
600768	宁波富邦	-2.05	18.68	-0.39	18.60	18.72	22954	12	0.26	          1.72	
600769	祥龙电业	-1.50	9.82	-0.15	9.86	9.87	85812	354	-0.60	          2.29	
600770	综艺股份	0.00	16.56	0.00	--  	--  	0	0	0.00	          0.00	
600771	广誉远	0.00	31.98	0.00	--  	--  	0	0	0.00	          0.00	
600773	西藏城投	0.08	12.95	0.01	12.94	12.95	204926	30	0.00	          2.96	
600774	汉商集团	-9.61	20.79	-2.21	20.73	20.77	259366	107	0.43	         14.87	
